qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.09310293197631836,0.10329890251159668,0.12013101577758789,0.122802734375,0.1125333309173584,0.141632080078125,0.045893192291259766
0.05451512336730957,0.10309576988220215,0.10284757614135742,0.10816431045532227,0.100830078125,0.12343692779541016,0.038649797439575195
0.05389118194580078,0.09551548957824707,0.10134339332580566,0.11174416542053223,0.1057891845703125,0.13608264923095703,0.04453587532043457
0.05761122703552246,0.09818363189697266,0.09777712821960449,0.0978553295135498,0.10439300537109375,0.12945032119750977,0.04516243934631348
0.08948636054992676,0.12098145484924316,0.10608220100402832,0.1145172119140625,0.10475730895996094,0.11718511581420898,0.0436398983001709
0.05428481101989746,0.09825325012207031,0.10376453399658203,0.11293435096740723,0.10125017166137695,0.11640453338623047,0.038831472396850586
0.05383634567260742,0.1002817153930664,0.0942537784576416,0.12062406539916992,0.10267210006713867,0.11915206909179688,0.040477752685546875
0.05390596389770508,0.09983158111572266,0.09627437591552734,0.10582804679870605,0.10019946098327637,0.11700797080993652,0.038762807846069336
0.0540621280670166,0.10869240760803223,0.1291656494140625,0.10613703727722168,0.11426997184753418,0.11962485313415527,0.040483713150024414
0.05641460418701172,0.09586858749389648,0.10091876983642578,0.10632109642028809,0.11060357093811035,0.12870144844055176,0.0395967960357666
0.06382298469543457,0.09572315216064453,0.10363960266113281,0.10117578506469727,0.10253524780273438,0.11834383010864258,0.03846931457519531
0.0558013916015625,0.10524487495422363,0.15573596954345703,0.1480095386505127,0.12273645401000977,0.1538989543914795,0.03863072395324707
0.05410337448120117,0.10793900489807129,0.10399150848388672,0.09928536415100098,0.10598611831665039,0.11566329002380371,0.04453754425048828
0.05926203727722168,0.10578203201293945,0.09572172164916992,0.10368752479553223,0.10211634635925293,0.1314554214477539,0.03873610496520996
0.053992271423339844,0.11552190780639648,0.09658145904541016,0.10732603073120117,0.10229158401489258,0.12477779388427734,0.04272603988647461
0.054138898849487305,0.0987091064453125,0.09916830062866211,0.1021883487701416,0.10569119453430176,0.12199687957763672,0.038642168045043945
0.05521535873413086,0.11210894584655762,0.10974001884460449,0.10528826713562012,0.11853718757629395,0.11860418319702148,0.03849315643310547
0.054126739501953125,0.09601497650146484,0.09929323196411133,0.1002953052520752,0.11262226104736328,0.11852216720581055,0.040303707122802734
0.053179025650024414,0.09465456008911133,0.09734845161437988,0.11248302459716797,0.10303878784179688,0.11829686164855957,0.0401005744934082
0.06022143363952637,0.09665870666503906,0.1068277359008789,0.11401915550231934,0.10116410255432129,0.11689591407775879,0.03869438171386719
0.05563211441040039,0.10754036903381348,0.0957949161529541,0.10849928855895996,0.10654258728027344,0.11983966827392578,0.039194345474243164
0.053701162338256836,0.0995171070098877,0.10982656478881836,0.10704755783081055,0.10320496559143066,0.11647844314575195,0.03912544250488281
0.05378007888793945,0.10175943374633789,0.0965275764465332,0.10309195518493652,0.12189650535583496,0.11667752265930176,0.03825521469116211
0.05407452583312988,0.10405755043029785,0.09659457206726074,0.10642647743225098,0.10502457618713379,0.11621761322021484,0.05223846435546875
0.07060933113098145,0.10384583473205566,0.11827397346496582,0.11479663848876953,0.10600447654724121,0.11810088157653809,0.03961372375488281
0.06799554824829102,0.10148477554321289,0.0945284366607666,0.10594868659973145,0.10622644424438477,0.12200260162353516,0.03833127021789551
0.05305814743041992,0.09917831420898438,0.10272932052612305,0.10222005844116211,0.10207343101501465,0.11925625801086426,0.03853750228881836
0.05415081977844238,0.10696840286254883,0.1091458797454834,0.10017967224121094,0.09913468360900879,0.11344265937805176,0.04028511047363281
0.05335211753845215,0.09943151473999023,0.10727953910827637,0.10723686218261719,0.13040423393249512,0.14338326454162598,0.04350614547729492
0.05766654014587402,0.11631107330322266,0.10031366348266602,0.10253071784973145,0.10188078880310059,0.12002086639404297,0.038561105728149414
0.05392289161682129,0.09924149513244629,0.10252046585083008,0.10190224647521973,0.10258913040161133,0.11739444732666016,0.038286447525024414
0.05528402328491211,0.0951693058013916,0.10048890113830566,0.16017627716064453,0.22344660758972168,0.18029570579528809,0.042557477951049805
0.05911397933959961,0.28206944465637207,0.17949795722961426,0.1174478530883789,0.11968255043029785,0.19892311096191406,0.06210756301879883
0.059293508529663086,0.10124659538269043,0.0979759693145752,0.1019594669342041,0.11292076110839844,0.12581825256347656,0.040328264236450195
0.07207345962524414,0.20378923416137695,0.14235496520996094,0.1032106876373291,0.10382485389709473,0.11750054359436035,0.038620948791503906
0.07137107849121094,0.16410255432128906,0.10956263542175293,0.12469291687011719,0.11946916580200195,0.13518333435058594,0.04011869430541992
0.06431913375854492,0.1316237449645996,0.14769554138183594,0.10434150695800781,0.10347247123718262,0.11565899848937988,0.0387728214263916
0.054009437561035156,0.0996851921081543,0.10197138786315918,0.11954760551452637,0.10479903221130371,0.12375760078430176,0.03824424743652344
0.05602908134460449,0.10720539093017578,0.10029935836791992,0.11484622955322266,0.10761237144470215,0.15695738792419434,0.04804491996765137
0.07261776924133301,0.17012262344360352,0.1181340217590332,0.12411642074584961,0.10232686996459961,0.1184086799621582,0.038400888442993164
0.05260515213012695,0.0999000072479248,0.14113402366638184,0.11690568923950195,0.11384105682373047,0.13936948776245117,0.039220333099365234
